Rk,Player,PTS,Date,Age,Team,...7,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM,Pos.
1184,LeBron James,19,11/9/06,21-314,CLE,NA,CHI,W 113-94,1,38,6,13,0.462,6,12,0.5,0,1,0,7,8,0.875,0.575,0,4,4,12,3,2,3,0,22.9,11.4,F-G
1185,LeBron James,19,1/2/07,22-003,CLE,NA,SAS,W 82-78,1,40,7,17,0.412,7,16,0.438,0,1,0,5,11,0.455,0.435,0,5,5,5,2,0,3,1,11.1,2.6,F-G
1186,LeBron James,19,1/6/07,22-007,CLE,NA,NJN,W 96-91,1,44,9,21,0.429,8,18,0.444,1,3,0.333,0,0,NA,0.452,0,13,13,4,3,3,5,4,13.1,1.9,F-G
1187,LeBron James,19,3/15/09,24-075,CLE,NA,NYK,W 98-93,1,40,9,17,0.529,9,14,0.643,0,3,0,1,3,0.333,0.519,1,7,8,10,4,3,3,1,22.4,14.2,F-G
1188,LeBron James,19,4/6/10,25-097,CLE,NA,TOR,W 113-101,1,36,5,13,0.385,5,11,0.455,0,2,0,9,10,0.9,0.546,0,6,6,13,0,1,4,1,18.7,1.7,F-G
1189,LeBron James,19,12/20/10,25-355,MIA,NA,DAL,L 96-98,1,36,6,17,0.353,4,13,0.308,2,4,0.5,5,7,0.714,0.473,3,7,10,7,0,0,5,4,11.2,-1.2,F-G
1190,LeBron James,19,2/4/11,26-036,MIA,@,CHA,W 109-97,1,37,7,13,0.538,7,10,0.7,0,3,0,5,6,0.833,0.607,1,7,8,9,0,0,3,3,17.2,0.2,F-G
1191,LeBron James,19,3/10/11,26-070,MIA,NA,LAL,W 94-88,1,42,7,17,0.412,7,14,0.5,0,3,0,5,7,0.714,0.473,1,7,8,9,1,0,1,1,17.8,7.1,F-G
1192,LeBron James,19,3/16/11,26-076,MIA,NA,OKC,L 85-96,1,40,8,21,0.381,8,18,0.444,0,3,0,3,3,1,0.426,0,8,8,3,1,1,1,0,12.7,2.3,F-G
1193,LeBron James,19,3/23/11,26-083,MIA,@,DET,W 100-94,1,42,8,16,0.5,8,13,0.615,0,3,0,3,4,0.75,0.535,3,5,8,7,0,0,3,3,14.9,-0.8,F-G
1194,LeBron James,19,2/3/12,27-035,MIA,@,PHI,W 99-79,1,37,8,16,0.5,8,15,0.533,0,1,0,3,6,0.5,0.51,1,11,12,8,0,2,2,2,18,8.1,F-G
1195,LeBron James,19,3/13/12,27-074,MIA,@,ORL,L 98-104 (OT),1,42,7,20,0.35,5,16,0.313,2,4,0.5,3,3,1,0.446,3,8,11,8,1,1,6,0,13.6,1.4,F-G
1196,LeBron James,19,3/29/12,27-090,MIA,NA,DAL,W 106-85,1,36,8,16,0.5,8,14,0.571,0,2,0,3,3,1,0.548,3,6,9,5,2,0,3,3,16.2,3.9,F-G
1197,LeBron James,19,4/13/12,27-105,MIA,NA,CHA,W 105-82,1,29,7,16,0.438,7,15,0.467,0,1,0,5,7,0.714,0.498,1,8,9,5,2,1,2,1,16.7,7.3,F-G
1198,LeBron James,19,12/25/13,28-360,MIA,@,LAL,W 101-95,1,36,7,14,0.5,7,10,0.7,0,4,0,5,9,0.556,0.529,0,8,8,4,0,0,2,2,12.8,-3.4,F-G
1199,LeBron James,19,3/6/14,29-066,MIA,@,SAS,L 87-111,1,38,6,18,0.333,6,15,0.4,0,3,0,7,9,0.778,0.433,3,5,8,7,2,0,5,5,11.5,-1.3,F-G
1200,LeBron James,19,3/12/14,29-072,MIA,NA,BRK,L 95-96,1,38,6,13,0.462,5,9,0.556,1,4,0.25,6,9,0.667,0.56,0,5,5,7,3,0,5,1,15.1,4.8,F-G
1201,LeBron James,19,11/29/14,29-334,CLE,NA,IND,W 109-97,1,32,9,18,0.5,9,17,0.529,0,1,0,1,2,0.5,0.503,0,2,2,7,1,0,3,1,12.7,-0.7,F-G
1202,LeBron James,19,12/4/14,29-339,CLE,@,NYK,W 90-87,1,40,7,17,0.412,6,11,0.545,1,6,0.167,4,7,0.571,0.473,1,4,5,12,2,0,4,2,16.2,5.7,F-G
1203,LeBron James,19,1/30/15,30-031,CLE,NA,SAC,W 101-90,1,33,7,16,0.438,6,12,0.5,1,4,0.25,4,6,0.667,0.51,0,3,3,7,4,2,6,1,14.6,7,F-G
1204,LeBron James,19,2/24/15,30-056,CLE,@,DET,W 102-93,1,39,6,14,0.429,5,9,0.556,1,5,0.2,6,10,0.6,0.516,0,7,7,11,3,1,9,3,13.3,0.5,F-G
1205,LeBron James,19,11/21/15,30-326,CLE,NA,ATL,W 109-97,1,33,8,15,0.533,7,13,0.538,1,2,0.5,2,2,1,0.598,2,9,11,8,0,2,3,1,19.4,8.9,F-G
1206,LeBron James,19,1/15/16,31-016,CLE,@,HOU,W 91-77,1,36,7,14,0.5,6,12,0.5,1,2,0.5,4,6,0.667,0.571,2,5,7,7,0,2,4,1,16,9.2,F-G
1207,LeBron James,19,3/4/16,31-065,CLE,NA,WAS,W 108-83,1,30,7,18,0.389,6,14,0.429,1,4,0.25,4,4,1,0.481,1,12,13,8,3,0,1,1,20.7,13.5,F-G
1208,LeBron James,19,10/25/16,31-300,CLE,NA,NYK,W 117-88,1,32,9,14,0.643,9,11,0.818,0,3,0,1,2,0.5,0.638,3,8,11,14,0,1,4,3,22.2,11.1,F-G
1209,LeBron James,19,11/1/16,31-307,CLE,NA,HOU,W 128-120,1,36,6,12,0.5,5,9,0.556,1,3,0.333,6,10,0.6,0.579,3,10,13,8,0,0,4,4,16.5,-0.8,F-G
1210,LeBron James,19,11/13/16,31-319,CLE,NA,CHO,W 100-93,1,39,8,21,0.381,6,16,0.375,2,5,0.4,1,2,0.5,0.434,0,8,8,8,1,1,3,0,13.8,1.5,F-G
1211,LeBron James,19,11/25/16,31-331,CLE,NA,DAL,W 128-90,1,29,6,13,0.462,4,8,0.5,2,5,0.4,5,5,1,0.625,0,5,5,11,1,0,4,1,18.1,6.9,F-G
1212,LeBron James,19,12/23/16,31-359,CLE,NA,BRK,W 119-99,1,27,7,16,0.438,7,13,0.538,0,3,0,5,6,0.833,0.51,1,3,4,6,3,0,1,0,18,9.2,F-G
1213,LeBron James,19,11/11/17,32-316,CLE,@,DAL,W 111-104,1,42,6,14,0.429,5,11,0.455,1,3,0.333,6,8,0.75,0.542,1,10,11,4,0,1,6,3,10.8,-5.5,F-G
1214,LeBron James,19,1/3/18,33-004,CLE,@,BOS,L 88-102,1,33,8,15,0.533,8,13,0.615,0,2,0,3,3,1,0.582,0,7,7,6,1,1,4,1,15.3,5.8,F-G
1215,LeBron James,19,10/24/18,33-298,LAL,@,PHO,W 131-113,1,28,7,16,0.438,6,11,0.545,1,5,0.2,4,4,1,0.535,0,7,7,10,3,0,0,1,22.3,11.2,F-G
1216,LeBron James,19,11/12/19,34-317,LAL,@,PHO,W 123-115,1,37,8,18,0.444,7,14,0.5,1,4,0.25,2,7,0.286,0.451,0,7,7,11,0,0,1,0,16.4,0.2,F-G
1217,LeBron James,19,1/15/20,35-016,LAL,NA,ORL,L 118-119,1,36,7,19,0.368,5,10,0.5,2,9,0.222,3,5,0.6,0.448,0,3,3,19,1,0,5,1,17.5,1.9,F-G
1218,LeBron James,19,2/29/20,35-061,LAL,@,MEM,L 88-105,1,34,8,18,0.444,6,10,0.6,2,8,0.25,1,2,0.5,0.503,2,6,8,10,1,1,5,1,15.7,7,F-G
1219,LeBron James,19,8/5/20,35-219,LAL,NA,OKC,L 86-105,1,30,7,19,0.368,7,14,0.5,0,5,0,5,8,0.625,0.422,1,10,11,4,1,0,0,1,14.4,6.9,F-G
1220,LeBron James,19,1/18/21,36-019,LAL,NA,GSW,L 113-115,1,38,6,16,0.375,4,9,0.444,2,7,0.286,5,8,0.625,0.487,0,5,5,5,1,0,5,1,9.6,-4.8,F-G
1221,LeBron James,19,2/20/21,36-052,LAL,NA,MIA,L 94-96,1,37,7,21,0.333,6,13,0.462,1,8,0.125,4,4,1,0.417,1,8,9,9,1,1,5,3,12,-0.4,F-G
1222,LeBron James,19,2/24/21,36-056,LAL,@,UTA,L 89-114,1,28,7,13,0.538,6,8,0.75,1,5,0.2,4,5,0.8,0.625,0,4,4,4,1,0,4,0,13.3,5.8,F-G
1223,LeBron James,19,2/28/21,36-060,LAL,NA,GSW,W 117-91,1,24,7,12,0.583,4,7,0.571,3,5,0.6,2,4,0.5,0.69,2,4,6,4,2,2,2,2,18.6,17,F-G
1224,LeBron James,19,5/2/21,36-123,LAL,NA,TOR,L 114-121,1,28,6,11,0.545,4,6,0.667,2,5,0.4,5,7,0.714,0.675,0,7,7,6,0,0,5,2,13.4,-0.7,F-G
1225,LeBron James,19,10/24/21,36-298,LAL,NA,MEM,W 121-118,1,40,7,19,0.368,3,10,0.3,4,9,0.444,1,2,0.5,0.478,0,6,6,6,2,2,3,1,14.1,-1.8,F-G
1226,LeBron James,19,3/16/22,37-076,LAL,@,MIN,L 104-124,1,37,8,21,0.381,7,13,0.538,1,8,0.125,2,5,0.4,0.409,0,5,5,4,1,2,5,5,6,-7.2,F-G
1227,LeBron James,19,10/26/22,37-300,LAL,@,DEN,L 99-110,1,35,8,21,0.381,6,13,0.462,2,8,0.25,1,2,0.5,0.434,2,5,7,9,1,0,8,1,8.9,-4.2,F-G
1228,LeBron James,18,11/12/03,18-317,CLE,@,MIA,L 83-88,1,43,6,15,0.4,4,10,0.4,2,5,0.4,4,6,0.667,0.51,1,2,3,7,2,1,4,3,12.8,2.1,F-G
1229,LeBron James,18,12/9/03,18-344,CLE,NA,TOR,L 93-100,1,37,7,16,0.438,7,16,0.438,0,0,NA,4,4,1,0.507,0,5,5,3,1,0,2,2,11.4,-2.6,F-G
1230,LeBron James,18,12/26/03,18-361,CLE,NA,CHI,L 80-87,1,34,7,24,0.292,6,20,0.3,1,4,0.25,3,4,0.75,0.349,1,2,3,4,1,2,5,0,5.1,-6.9,F-G
1231,LeBron James,18,3/1/04,19-062,CLE,@,CHI,L 81-92,1,41,7,17,0.412,7,15,0.467,0,2,0,4,6,0.667,0.458,0,3,3,3,4,1,3,2,12,2.7,F-G
1232,LeBron James,18,3/29/04,19-090,CLE,@,SAS,L 93-101,1,32,9,20,0.45,9,19,0.474,0,1,0,0,0,NA,0.45,0,2,2,4,0,1,2,0,9.7,-2.1,F-G
1233,LeBron James,18,1/20/05,20-021,CLE,@,SAC,L 96-123,1,37,9,19,0.474,9,18,0.5,0,1,0,0,1,0,0.463,1,7,8,6,1,0,3,0,12.9,1.4,F-G
1234,LeBron James,18,2/10/06,21-042,CLE,@,WAS,L 89-101,1,45,6,23,0.261,6,20,0.3,0,3,0,6,8,0.75,0.339,1,8,9,8,1,0,2,2,10.4,-3.3,F-G
1235,LeBron James,18,1/22/07,22-023,CLE,NA,ORL,L 79-90,1,43,6,15,0.4,6,12,0.5,0,3,0,6,13,0.462,0.434,0,4,4,5,3,0,2,2,12,1.7,F-G
1236,LeBron James,18,2/2/07,22-034,CLE,NA,CHA,W 101-81,1,36,7,13,0.538,7,12,0.583,0,1,0,4,8,0.5,0.545,1,9,10,3,2,0,1,1,16.2,4.6,F-G
1237,LeBron James,18,2/11/07,22-043,CLE,NA,LAL,W 99-90,1,38,5,16,0.313,5,14,0.357,0,2,0,8,12,0.667,0.423,1,7,8,5,1,1,1,3,13,0.1,F-G
1238,LeBron James,18,3/25/07,22-085,CLE,NA,DEN,L 93-105,1,41,8,19,0.421,7,13,0.538,1,6,0.167,1,1,1,0.463,0,3,3,8,1,0,5,4,8.8,-3.6,F-G
1239,LeBron James,18,4/17/07,22-108,CLE,@,PHI,W 98-92,1,36,7,15,0.467,7,13,0.538,0,2,0,4,7,0.571,0.498,1,4,5,6,0,0,1,3,13,-1.4,F-G
1240,LeBron James,18,12/25/08,23-361,CLE,NA,WAS,W 93-89,1,38,6,13,0.462,6,11,0.545,0,2,0,6,10,0.6,0.517,0,5,5,6,3,1,3,1,15.7,4.6,F-G
1241,LeBron James,18,12/1/10,25-336,MIA,NA,DET,W 97-72,1,31,8,15,0.533,7,14,0.5,1,1,1,1,2,0.5,0.567,2,4,6,3,1,0,4,0,12,0.7,F-G
1242,LeBron James,18,12/28/10,25-363,MIA,NA,NYK,W 106-98,1,40,8,17,0.471,7,15,0.467,1,2,0.5,1,3,0.333,0.491,0,10,10,8,0,0,3,3,12.9,0.5,F-G
1243,LeBron James,18,1/24/12,27-025,MIA,NA,CLE,W 92-85,1,38,8,21,0.381,7,17,0.412,1,4,0.25,1,4,0.25,0.395,1,4,5,5,2,0,5,1,7.3,-5.6,F-G
1244,LeBron James,18,2/10/12,27-042,MIA,@,WAS,W 106-89,1,33,6,14,0.429,6,12,0.5,0,2,0,6,7,0.857,0.527,0,2,2,9,0,2,1,1,17.1,7.7,F-G
1245,LeBron James,18,2/21/12,27-053,MIA,NA,SAC,W 120-108,1,33,7,11,0.636,5,9,0.556,2,2,1,2,2,1,0.758,0,4,4,8,0,2,3,1,17.9,6.6,F-G
1246,LeBron James,18,3/1/13,28-061,MIA,NA,MEM,W 98-91,1,42,4,14,0.286,2,10,0.2,2,4,0.5,8,12,0.667,0.467,1,7,8,10,2,1,1,1,19.3,8.3,F-G
1247,LeBron James,18,11/7/13,28-312,MIA,NA,LAC,W 102-97,1,37,6,13,0.462,5,10,0.5,1,3,0.333,5,9,0.556,0.531,0,5,5,6,1,0,4,4,10.8,-0.7,F-G
1248,LeBron James,18,12/20/13,28-355,MIA,NA,SAC,W 122-103,1,31,8,11,0.727,7,9,0.778,1,2,0.5,1,2,0.5,0.758,2,4,6,8,1,1,1,1,21.6,11.9,F-G
1249,LeBron James,18,1/26/14,29-027,MIA,NA,SAS,W 113-101,1,28,8,15,0.533,7,12,0.583,1,3,0.333,1,1,1,0.583,0,7,7,6,1,0,4,4,12.4,-1.4,F-G
1250,LeBron James,18,12/8/14,29-343,CLE,@,BRK,W 110-88,1,34,8,17,0.471,7,14,0.5,1,3,0.333,1,2,0.5,0.503,0,4,4,7,3,0,3,2,14.2,4,F-G
1251,LeBron James,18,2/2/15,30-034,CLE,NA,PHI,W 97-84,1,36,6,17,0.353,5,13,0.385,1,4,0.25,5,6,0.833,0.458,0,3,3,11,2,0,6,2,11.9,0.8,F-G
1252,LeBron James,18,2/11/15,30-043,CLE,NA,MIA,W 113-93,1,31,6,16,0.375,6,12,0.5,0,4,0,6,7,0.857,0.472,0,9,9,7,1,0,5,2,11.6,-7.6,F-G
1253,LeBron James,18,2/22/15,30-054,CLE,@,NYK,W 101-83,1,28,7,17,0.412,6,11,0.545,1,6,0.167,3,5,0.6,0.469,0,7,7,7,2,0,4,2,12.3,1.2,F-G
1254,LeBron James,18,3/6/15,30-066,CLE,@,ATL,L 97-106,1,40,5,13,0.385,4,9,0.444,1,4,0.25,7,8,0.875,0.545,1,5,6,8,2,1,9,3,10.8,-3.6,F-G
1255,LeBron James,18,3/18/16,31-079,CLE,@,ORL,W 109-103,1,36,6,15,0.4,6,12,0.5,0,3,0,6,6,1,0.51,1,6,7,8,1,1,4,3,14.5,1,F-G
1256,LeBron James,18,2/9/17,32-041,CLE,@,OKC,L 109-118,1,41,8,19,0.421,7,15,0.467,1,4,0.25,1,3,0.333,0.443,1,4,5,7,2,2,3,1,13.9,0.2,F-G
1257,LeBron James,18,2/23/17,32-055,CLE,NA,NYK,W 119-104,1,37,7,11,0.636,7,9,0.778,0,2,0,4,6,0.667,0.66,0,13,13,15,0,3,6,1,22.4,7.7,F-G
1258,LeBron James,18,3/22/17,32-082,CLE,@,DEN,L 113-126,1,34,8,12,0.667,8,10,0.8,0,2,0,2,4,0.5,0.654,2,4,6,5,0,0,4,1,13.7,-4.5,F-G
1259,LeBron James,18,4/4/17,32-095,CLE,NA,ORL,W 122-102,1,37,7,14,0.5,7,11,0.636,0,3,0,4,6,0.667,0.541,1,10,11,11,2,1,6,2,17.5,0,F-G
1260,LeBron James,18,10/28/17,32-302,CLE,@,NOP,L 101-123,1,31,6,11,0.545,5,8,0.625,1,3,0.333,5,6,0.833,0.66,0,3,3,8,0,0,4,3,13.6,1,F-G
1261,LeBron James,18,11/20/17,32-325,CLE,@,DET,W 116-88,1,27,7,14,0.5,4,9,0.444,3,5,0.6,1,1,1,0.623,0,2,2,8,1,1,0,2,18.1,14.8,F-G
1262,LeBron James,18,1/20/18,33-021,CLE,NA,OKC,L 124-148,1,38,8,17,0.471,8,13,0.615,0,4,0,2,4,0.5,0.48,0,3,3,7,0,1,2,2,12.2,-7.4,F-G
1263,LeBron James,18,2/23/18,33-055,CLE,@,MEM,W 112-89,1,37,7,16,0.438,7,14,0.5,0,2,0,4,4,1,0.507,0,14,14,11,1,0,3,0,19.5,4.4,F-G
1264,LeBron James,18,3/27/18,33-087,CLE,@,MIA,L 79-98,1,38,7,18,0.389,7,14,0.5,0,4,0,4,5,0.8,0.446,1,5,6,7,0,0,6,1,8.5,-1.9,F-G
1265,LeBron James,18,11/4/18,33-309,LAL,NA,TOR,L 107-121,1,28,6,12,0.5,4,9,0.444,2,3,0.667,4,7,0.571,0.597,0,2,2,6,0,1,3,3,12.1,2.8,F-G
1266,LeBron James,18,2/5/19,34-037,LAL,@,IND,L 94-136,1,30,7,12,0.583,5,7,0.714,2,5,0.4,2,3,0.667,0.676,0,7,7,9,1,0,6,1,15,3.4,F-G
1267,LeBron James,18,2/10/19,34-042,LAL,@,PHI,L 120-143,1,33,8,16,0.5,6,10,0.6,2,6,0.333,0,0,NA,0.563,0,10,10,9,0,0,4,3,14.1,-1.6,F-G
1268,LeBron James,18,10/22/19,34-296,LAL,@,LAC,L 102-112,1,36,7,19,0.368,6,14,0.429,1,5,0.2,3,4,0.75,0.434,1,9,10,8,1,1,5,3,11.6,-1,F-G
1269,LeBron James,18,2/6/20,35-038,LAL,NA,HOU,L 111-121,1,37,8,19,0.421,7,11,0.636,1,8,0.125,1,1,1,0.463,2,7,9,15,2,0,6,0,17.9,2.8,F-G
1270,LeBron James,18,12/27/20,35-363,LAL,NA,MIN,W 127-91,1,26,6,13,0.462,5,8,0.625,1,5,0.2,5,7,0.714,0.56,0,9,9,5,1,0,4,1,13.3,-1.9,F-G
1271,LeBron James,18,1/10/21,36-011,LAL,@,HOU,W 120-102,1,30,7,15,0.467,6,9,0.667,1,6,0.167,3,6,0.5,0.51,1,6,7,7,1,1,2,2,15.4,3.4,F-G
1272,LeBron James,18,3/12/21,36-072,LAL,NA,IND,W 105-100,1,34,5,13,0.385,4,9,0.444,1,4,0.25,7,11,0.636,0.504,0,3,3,10,1,0,3,4,13.6,2.4,F-G
1273,LeBron James,18,12/17/21,36-352,LAL,@,MIN,L 92-110,1,36,5,13,0.385,3,7,0.429,2,6,0.333,6,8,0.75,0.545,1,9,10,5,1,2,4,5,13.4,1.2,F-G
1274,LeBron James,17,11/8/03,18-313,CLE,NA,WAS,W 111-98,1,45,8,19,0.421,8,19,0.421,0,0,NA,1,4,0.25,0.409,5,3,8,9,1,1,2,1,15.7,-1.4,F-G
1275,LeBron James,17,11/10/03,18-315,CLE,NA,NYK,W 94-80,1,34,7,12,0.583,4,9,0.444,3,3,1,0,0,NA,0.708,1,4,5,4,1,1,2,0,15.8,7.7,F-G
1276,LeBron James,17,12/17/03,18-352,CLE,NA,HOU,L 85-89,1,36,7,19,0.368,5,15,0.333,2,4,0.5,1,2,0.5,0.428,0,1,1,3,0,0,2,2,5.7,-3.9,F-G
1277,LeBron James,17,3/16/04,19-077,CLE,NA,CHI,W 111-87,1,32,5,16,0.313,3,13,0.231,2,3,0.667,5,8,0.625,0.435,3,2,5,8,0,5,4,1,14,5.6,F-G
1278,LeBron James,17,4/14/04,19-106,CLE,@,NYK,W 100-90,1,35,8,17,0.471,8,14,0.571,0,3,0,1,1,1,0.487,0,1,1,5,3,0,5,1,9.7,-4.8,F-G
1279,LeBron James,17,12/2/04,19-338,CLE,@,DEN,W 92-73,1,41,8,17,0.471,8,17,0.471,0,0,NA,1,2,0.5,0.475,1,7,8,9,2,1,5,3,13.5,4.9,F-G
1280,LeBron James,17,3/7/06,21-067,CLE,NA,TOR,W 106-99,1,44,5,17,0.294,3,11,0.273,2,6,0.333,5,6,0.833,0.433,1,11,12,8,1,0,2,2,14.5,-0.8,F-G
1281,LeBron James,17,4/16/06,21-107,CLE,@,WAS,L 92-104,1,30,8,16,0.5,8,16,0.5,0,0,NA,1,2,0.5,0.504,0,5,5,4,1,1,3,2,10.8,4.5,F-G
1282,LeBron James,17,2/1/07,22-033,CLE,@,MIA,L 89-92,1,36,6,18,0.333,4,11,0.364,2,7,0.286,3,8,0.375,0.395,1,5,6,9,1,0,2,4,10.7,3.7,F-G
1283,LeBron James,17,12/11/07,22-346,CLE,NA,IND,W 118-105,0,23,5,9,0.556,5,8,0.625,0,1,0,7,10,0.7,0.634,1,2,3,5,1,1,4,2,13.2,1.6,F-G
1284,LeBron James,17,4/5/08,23-097,CLE,NA,ORL,L 86-101,1,42,6,22,0.273,5,17,0.294,1,5,0.2,4,8,0.5,0.333,5,2,7,9,2,2,5,1,10.8,1.4,F-G
1285,LeBron James,17,12/6/10,25-341,MIA,@,MIL,W 88-78,1,39,7,16,0.438,6,13,0.462,1,3,0.333,2,4,0.5,0.479,0,6,6,6,1,1,1,5,12.5,5.4,F-G
1286,LeBron James,17,2/8/12,27-040,MIA,@,ORL,L 89-102,1,39,5,15,0.333,5,13,0.385,0,2,0,7,10,0.7,0.438,0,6,6,10,3,0,3,0,16.1,3.5,F-G
1287,LeBron James,17,3/23/12,27-084,MIA,@,DET,W 88-73,1,37,6,15,0.4,6,12,0.5,0,3,0,5,5,1,0.494,0,6,6,10,4,1,5,0,17.4,9.2,F-G
1288,LeBron James,17,3/25/12,27-086,MIA,@,OKC,L 87-103,1,40,8,18,0.444,8,15,0.533,0,3,0,1,1,1,0.461,0,3,3,7,2,0,4,2,10.6,-1,F-G
1289,LeBron James,17,10/29/13,28-303,MIA,NA,CHI,W 107-95,1,38,5,11,0.455,5,10,0.5,0,1,0,7,9,0.778,0.568,0,6,6,8,1,0,2,0,16.9,2.7,F-G
1290,LeBron James,17,12/10/13,28-345,MIA,@,IND,L 84-90,1,39,6,16,0.375,5,12,0.417,1,4,0.25,4,6,0.667,0.456,1,13,14,6,2,0,5,3,12,0,F-G
1291,LeBron James,17,3/9/14,29-069,MIA,@,CHI,L 88-95 (OT),1,45,8,23,0.348,7,20,0.35,1,3,0.333,0,0,NA,0.37,1,8,9,8,3,1,4,1,12.1,1.7,F-G
1292,LeBron James,17,3/28/14,29-088,MIA,@,DET,W 110-78,1,30,7,13,0.538,6,10,0.6,1,3,0.333,2,2,1,0.612,2,8,10,12,1,0,1,0,22.9,19,F-G
1293,LeBron James,17,4/2/14,29-093,MIA,NA,MIL,W 96-77,1,29,7,12,0.583,6,9,0.667,1,3,0.333,2,5,0.4,0.599,0,4,4,8,1,1,2,0,16.7,11.7,F-G
1294,LeBron James,17,10/30/14,29-304,CLE,NA,NYK,L 90-95,1,43,5,15,0.333,4,10,0.4,1,5,0.2,6,7,0.857,0.47,0,5,5,4,0,0,8,3,3.2,-13.7,F-G
1295,LeBron James,17,12/28/14,29-363,CLE,NA,DET,L 80-103,1,32,5,19,0.263,3,13,0.231,2,6,0.333,5,5,1,0.401,1,9,10,7,1,0,7,3,6.8,-5.1,F-G
1296,LeBron James,17,3/7/15,30-067,CLE,NA,PHO,W 89-79,1,36,6,16,0.375,4,11,0.364,2,5,0.4,3,6,0.5,0.456,0,6,6,8,1,0,4,3,10.2,1.6,F-G
1297,LeBron James,17,1/20/16,31-021,CLE,@,BRK,W 91-78,1,29,7,12,0.583,6,11,0.545,1,1,1,2,4,0.5,0.618,0,1,1,5,1,1,4,1,11.7,7.4,F-G
1298,LeBron James,17,4/5/16,31-097,CLE,@,MIL,W 109-80,1,28,7,9,0.778,6,7,0.857,1,2,0.5,2,2,1,0.86,0,5,5,9,0,1,4,0,18,11.5,F-G
1299,LeBron James,17,3/27/17,32-087,CLE,@,SAS,L 74-103,1,30,7,17,0.412,7,14,0.5,0,3,0,3,6,0.5,0.433,3,5,8,8,0,0,2,3,12.7,7.4,F-G
1300,LeBron James,17,12/25/18,33-360,LAL,@,GSW,W 127-101,1,21,6,11,0.545,6,9,0.667,0,2,0,5,8,0.625,0.585,2,11,13,5,1,0,2,1,17.3,9.6,F-G
1301,LeBron James,17,1/3/20,35-004,LAL,NA,NOP,W 123-113,1,37,7,17,0.412,6,14,0.429,1,3,0.333,2,5,0.4,0.443,0,8,8,15,2,0,2,1,19.2,4.1,F-G
1302,LeBron James,17,2/10/20,35-042,LAL,NA,PHO,W 125-100,1,30,6,16,0.375,3,10,0.3,3,6,0.5,2,4,0.5,0.479,0,8,8,9,1,0,8,2,8.3,-5.3,F-G
1303,LeBron James,17,8/13/20,35-227,LAL,NA,SAC,L 122-136,1,15,6,13,0.462,4,8,0.5,2,5,0.4,3,3,1,0.594,1,2,3,4,0,0,3,0,11.4,4.5,F-G
1304,LeBron James,17,1/23/21,36-024,LAL,@,CHI,W 101-90,1,29,6,16,0.375,6,14,0.429,0,2,0,5,8,0.625,0.435,0,11,11,6,2,0,6,1,10.1,0.2,F-G
1305,LeBron James,17,11/4/22,37-309,LAL,NA,UTA,L 116-130,1,34,7,19,0.368,7,14,0.5,0,5,0,3,5,0.6,0.401,2,8,10,8,0,1,3,3,11.6,-7.6,F-G
1306,LeBron James,16,1/12/04,19-013,CLE,@,LAL,L 79-89,1,36,6,20,0.3,6,17,0.353,0,3,0,4,5,0.8,0.36,1,4,5,7,1,1,6,3,5.3,-1.9,F-G
1307,LeBron James,16,1/26/04,19-027,CLE,NA,ORL,W 99-98,1,30,7,19,0.368,6,17,0.353,1,2,0.5,1,2,0.5,0.402,0,5,5,3,0,2,3,4,5.5,-5.9,F-G
1308,LeBron James,16,2/18/04,19-050,CLE,NA,DAL,L 98-114,1,34,6,12,0.5,6,12,0.5,0,0,NA,4,4,1,0.581,2,2,4,9,0,1,5,2,13.2,0.4,F-G
1309,LeBron James,16,3/26/04,19-087,CLE,@,PHI,L 71-86,1,33,5,13,0.385,4,11,0.364,1,2,0.5,5,9,0.556,0.472,2,1,3,7,0,1,5,1,9.2,-0.1,F-G
1310,LeBron James,16,3/18/05,20-078,CLE,NA,PHI,L 81-93,1,46,3,20,0.15,3,16,0.188,0,4,0,10,12,0.833,0.316,0,8,8,8,4,0,4,0,10.4,1.7,F-G
1311,LeBron James,16,11/11/05,20-316,CLE,NA,MEM,W 89-70,1,26,5,11,0.455,5,10,0.5,0,1,0,6,6,1,0.587,1,5,6,2,3,1,3,5,12.6,9.4,F-G
1312,LeBron James,16,11/18/05,20-323,CLE,NA,ORL,W 102-84,1,34,6,17,0.353,6,14,0.429,0,3,0,4,6,0.667,0.407,1,5,6,4,2,0,4,2,7.9,-3.4,F-G
1313,LeBron James,16,11/4/06,21-309,CLE,@,CHA,L 88-92,1,38,3,13,0.231,2,10,0.2,1,3,0.333,9,10,0.9,0.46,4,5,9,7,0,1,2,0,15.6,8.3,F-G
1314,LeBron James,16,1/2/09,24-003,CLE,NA,CHI,W 117-92,1,37,3,8,0.375,1,5,0.2,2,3,0.667,8,8,1,0.694,1,9,10,11,2,3,5,1,21.4,13.5,F-G
1315,LeBron James,16,2/8/09,24-040,CLE,NA,LAL,L 91-101,1,40,5,20,0.25,3,12,0.25,2,8,0.25,4,8,0.5,0.34,3,5,8,12,0,0,1,1,13,3.9,F-G
1316,LeBron James,16,10/27/10,25-301,MIA,@,PHI,W 97-87,1,38,5,12,0.417,5,10,0.5,0,2,0,6,6,1,0.546,0,6,6,7,2,1,9,1,9.6,-2.8,F-G
